-0.0951,-0.1671,0.9993,3.5400,3.3569,-1.8311
-0.0981,-0.1531,1.0173,10.9253,-0.7935,0.7935
-0.0935,-0.1455,1.0239,6.7139,1.0376,-0.4272
-0.1036,-0.1602,1.0149,3.6011,2.1362,-1.4648
-0.1061,-0.1646,1.0342,8.4839,0.6714,0.7935
-0.0957,-0.1519,1.0195,2.9297,5.6152,-0.4272
-0.0934,-0.1525,0.9929,6.5308,2.3193,0.1221
-0.1042,-0.1484,1.0497,3.6621,0.3662,-1.1597
-0.1002,-0.1725,1.0092,1.2817,6.1035,-2.0142
-0.0900,-0.1460,0.9908,9.5215,1.6479,1.8311
-0.0979,-0.1576,1.0293,4.3335,0.9766,-1.3428
-0.1066,-0.1602,1.0374,4.3335,2.8687,-1.0986
-0.0909,-0.1543,1.0043,4.3335,4.7607,-0.1831
-0.0918,-0.1488,1.0162,4.3335,2.0752,-0.9155
-0.0975,-0.1494,1.0256,4.5776,2.7466,-0.9766
-0.0977,-0.1638,1.0095,4.5166,2.8076,-1.4038
-0.0924,-0.1547,1.0155,7.8735,2.1973,0.1831
-0.0929,-0.1504,1.0150,6.7749,2.5635,-0.0610
-0.0991,-0.1576,1.0336,2.8076,3.6621,-1.5259
-0.0974,-0.1669,0.9772,6.8970,5.0659,0.1831
-0.0804,-0.1552,1.0098,8.3008,1.3428,0.6714
-0.0858,-0.1436,1.0234,4.9438,2.5635,-0.5493
-0.0997,-0.1580,1.0143,3.6621,3.0518,-1.5869
-0.0955,-0.1628,1.0319,2.3804,3.8452,-1.6479
-0.0835,-0.1550,0.9967,6.7139,3.9062,0.1831
-0.0836,-0.1456,1.0077,8.1787,0.2441,-0.3052
-0.1050,-0.1646,1.0341,5.0659,2.0142,-1.3428
-0.0937,-0.1649,1.0190,6.4697,3.6011,-0.0610
-0.0782,-0.1479,0.9963,5.7373,3.3569,0.1221
-0.0948,-0.1678,1.0198,6.2256,0.7935,-1.0986
-0.0979,-0.1522,1.0374,4.9438,2.5024,-0.8545
-0.0917,-0.1643,0.9965,5.3101,4.2114,-0.4272
-0.0883,-0.1547,1.0099,3.8452,1.6479,-1.7700
-0.0914,-0.1445,1.0327,5.0049,1.6479,-0.8545
-0.0901,-0.1503,1.0232,-1.8921,4.5776,-2.9907
FIN_VENTANA
Progreso: 1/20
INICIO_VENTANA reposo
-0.0864,-0.1467,1.0151,3.2959,3.1128,-1.4038
-0.0836,-0.1381,1.0221,3.7231,2.5024,-0.9766
-0.0874,-0.1552,1.0177,5.4321,2.8076,-0.6104
-0.0851,-0.1377,1.0244,13.1226,0.0610,1.7700
-0.0869,-0.1504,1.0251,0.9766,5.0049,-1.8311
-0.0779,-0.1371,1.0007,9.1553,2.4414,1.9531
-0.0801,-0.1345,1.0320,6.7139,0.4883,0.0610
-0.0931,-0.1477,1.0292,4.6997,2.9907,-0.8545
-0.0845,-0.1544,1.0012,7.8125,2.9907,0.5493
-0.0786,-0.1377,1.0203,3.3569,2.0752,-1.0986
-0.0848,-0.1438,1.0243,3.8452,2.3193,-0.7324
-0.0885,-0.1478,1.0175,3.6621,3.6011,-1.5869
-0.0836,-0.1501,1.0172,8.8501,0.9155,0.3662
-0.0840,-0.1459,1.0310,3.8452,3.1128,-0.8545
-0.0872,-0.1534,0.9963,6.9580,3.2959,0.1831
-0.0848,-0.1392,1.0315,5.0049,0.4272,-0.7324
-0.0908,-0.1559,1.0166,4.3945,3.9673,-1.4648
-0.0820,-0.1429,1.0156,9.5825,0.9155,0.6104
-0.0824,-0.1483,1.0167,7.0190,1.9531,-0.4272
-0.0895,-0.1459,1.0181,3.4790,2.3193,-1.0986
-0.0793,-0.1396,1.0208,5.9204,3.1738,-0.1831
-0.0811,-0.1407,1.0088,1.2207,3.3569,-1.5259
-0.0887,-0.1595,1.0229,2.0752,2.3193,-2.0142
-0.0883,-0.1431,1.0133,7.6904,1.8311,0.3052
-0.0890,-0.1561,1.0155,4.4556,2.4414,-1.4648
-0.0864,-0.1464,1.0111,6.2256,2.0752,0.4272
-0.0829,-0.1440,1.0209,6.1646,0.2441,-0.0610
-0.0869,-0.1200,1.0170,7.0801,-0.5493,0.3052
-0.0918,-0.1720,1.0061,1.3428,0.4883,-4.0894
-0.0924,-0.1550,1.0208,14.0991,-3.2959,0.9766
-0.0963,-0.1505,1.0355,10.9863,-1.7700,0.5493
-0.0986,-0.1438,1.0176,7.2021,3.4180,0.6104
-0.0953,-0.1719,1.0193,0.9155,4.7607,-2.0752
-0.0881,-0.1389,1.0175,-0.9155,4.2725,-1.7700
-0.0978,-0.1669,1.0087,2.1973,3.9062,-1.4648
-0.0892,-0.1486,1.0035,12.6953,0.7324,2.2583
-0.0906,-0.1471,1.0267,9.4604,0.7935,0.8545
-0.0928,-0.1466,1.0288,6.4697,2.1362,0.1221
-0.0952,-0.1693,1.0017,6.8970,3.5400,-0.3662
-0.0902,-0.1477,1.0171,6.5918,0.9766,-0.2441
-0.0900,-0.1475,1.0326,1.8311,3.4790,-1.7090
-0.0947,-0.1626,1.0010,2.5635,3.6011,-1.8311
-0.0920,-0.1528,1.0175,11.4136,-0.2441,1.4038
-0.0914,-0.1509,1.0348,5.5542,2.4414,-0.4883
-0.0873,-0.1494,1.0021,5.0049,3.9062,-0.3052
-0.0850,-0.1528,1.0138,4.1504,1.5869,-1.2207
-0.0941,-0.1548,1.0222,7.5684,0.9766,-0.2441
-0.0977,-0.1611,1.0156,8.8501,1.5259,0.3052
-0.0937,-0.1531,1.0256,3.2959,3.4180,-1.1597
-0.0923,-0.1632,1.0072,5.6763,2.9907,-0.6104
-0.0872,-0.1486,1.0176,5.3101,2.3804,-0.7324
-0.0939,-0.1615,1.0101,2.8687,3.0518,-1.8311
-0.0957,-0.1587,1.0223,7.3853,0.3662,0.0610
-0.0917,-0.1511,1.0243,2.6855,3.8452,-1.2207
-0.0881,-0.1503,1.0056,3.6621,3.4790,-0.7935
-0.0878,-0.1619,1.0197,1.1597,3.2959,-1.5869
-0.0962,-0.1597,1.0082,5.6152,2.3804,-1.2207
-0.0909,-0.1500,1.0159,7.5073,0.7324,0.0000
-0.0942,-0.1503,1.0311,2.3804,2.4414,-1.4038
-0.0917,-0.1528,1.0081,2.5635,3.8452,-1.4648
-0.0933,-0.1473,1.0150,6.6528,0.7935,-0.3662
-0.0959,-0.1531,1.0308,5.0049,2.2583,-1.0376
-0.0869,-0.1531,1.0024,4.7607,3.8452,-0.7324
-0.0884,-0.1486,1.0265,6.2256,0.9766,-0.2441
-0.0974,-0.1555,1.0317,5.4321,2.6855,0.0610
-0.0865,-0.1533,1.0083,6.1646,3.5400,0.7935
-0.0935,-0.1456,1.0013,10.2539,0.4883,1.8921
-0.1006,-0.1569,1.0341,6.4697,0.1831,-0.5493
-0.0963,-0.1594,1.0248,3.3569,4.4556,-1.2207
-0.0840,-0.1626,0.9905,5.0659,3.9062,-0.4272
-0.0864,-0.1550,1.0201,5.3101,1.5259,-1.3428
-0.0990,-0.1603,1.0167,8.7891,0.6104,-0.1221
-0.0939,-0.1517,1.0292,6.4087,0.7935,-0.1221
-0.0931,-0.1650,1.0105,3.2349,4.4556,-1.2207
-0.0905,-0.1592,1.0000,10.4370,1.0986,1.3428
-0.0887,-0.1499,1.0428,4.2725,0.6714,-0.7935
-0.0985,-0.1628,1.0197,-1.0376,5.9814,-2.5024
-0.0908,-0.1556,1.0061,5.3101,1.7700,-0.4272
-0.0953,-0.1588,1.0194,4.3945,2.4414,-0.9766
-0.0957,-0.1598,1.0175,10.2539,1.0986,1.1597
-0.0878,-0.1392,1.0321,7.9346,1.5259,0.6104
-0.0931,-0.1642,1.0007,1.4038,4.1504,-2.0752
-0.0914,-0.1582,1.0198,6.3477,0.9766,-0.1831
-0.0909,-0.1510,1.0300,0.4272,4.2114,-1.7700
-0.0956,-0.1581,1.0028,2.0752,4.1504,-1.5869
-0.0920,-0.1566,1.0206,2.4414,3.0518,-1.7090
-0.0865,-0.1530,1.0052,4.6387,3.2959,-1.0376
-0.0914,-0.1506,1.0133,5.7373,1.3428,-0.7324
-0.0957,-0.1604,1.0210,7.1411,1.6479,-0.3662
-0.0918,-0.1434,1.0204,7.3242,2.0142,0.1831
-0.0925,-0.1606,1.0128,3.2959,3.5400,-1.4648
-0.0875,-0.1527,1.0042,6.6528,1.9531,-0.3052
-0.0923,-0.1445,1.0316,5.9204,1.0986,-0.6104
-0.0970,-0.1730,1.0006,5.9814,3.7231,-1.2207
-0.0948,-0.1519,1.0325,9.8877,-0.6104,0.2441
-0.1003,-0.1750,1.0116,3.9062,3.6621,-1.4648
-0.0940,-0.1566,1.0006,8.9111,1.8311,1.1597
-0.0880,-0.1608,1.0408,7.2632,1.2817,0.9155
-0.0972,-0.1510,1.0286,-3.7231,6.1035,-0.3662
-0.0927,-0.1461,1.0015,5.9204,-1.7090,0.6714
FIN_VENTANA
Progreso: 2/20
INICIO_VENTANA reposo
-0.0916,-0.1654,1.0205,-1.1597,4.8828,-1.7700
-0.0946,-0.1614,0.9912,-0.4883,7.6294,-2.1973
-0.0956,-0.1609,1.0266,6.4697,0.7935,1.0986
-0.0851,-0.1624,1.0153,5.7983,3.6011,0.3052
-0.0791,-0.1495,1.0006,12.1460,1.2817,2.4414
-0.0862,-0.1516,1.0316,3.2349,1.7700,-1.4038
-0.0978,-0.1626,1.0200,3.6621,3.2349,-1.0376
-0.0875,-0.1665,1.0109,-1.9531,5.9814,-3.2959
-0.0771,-0.1478,1.0001,14.8926,-0.6714,3.0518
-0.0797,-0.1516,1.0476,7.6904,-0.7324,-0.4272
-0.0984,-0.1624,1.0164,3.4790,4.6997,-1.5259
-0.0937,-0.1628,1.0223,2.6245,2.5635,-1.5259
-0.0857,-0.1606,1.0176,3.4790,4.8828,-1.0986
-0.0859,-0.1639,1.0059,6.4087,3.0518,-0.0610
-0.0745,-0.1432,1.0175,8.3618,2.2583,0.4272
-0.0815,-0.1646,1.0077,-0.2441,4.0894,-3.2349
-0.0851,-0.1481,1.0162,5.9204,1.5259,-0.7935
-0.0924,-0.1854,1.0100,6.5308,2.2583,-1.4038
-0.0906,-0.1526,1.0161,13.3057,0.3052,2.2583
-0.0835,-0.1573,1.0347,4.3945,3.0518,-0.7324
-0.0782,-0.1525,1.0055,4.1504,4.2114,-0.8545
-0.0807,-0.1576,1.0063,4.0894,1.8921,-1.4038
-0.0980,-0.1709,1.0131,7.2021,0.2441,-0.5493
-0.0918,-0.1497,1.0449,2.2583,3.1738,-1.4038
-0.0804,-0.1744,0.9890,-1.4038,7.4463,-3.2959
-0.0780,-0.1437,1.0127,6.2866,1.0986,-0.0610
-0.0807,-0.1628,1.0283,3.1738,3.1738,-1.8921
-0.0880,-0.1696,0.9895,8.9111,1.7090,-0.1221
-0.0940,-0.1514,1.0359,12.8174,-3.6011,1.7700
-0.0924,-0.1469,1.0487,5.3711,5.6152,-2.4414
-0.0795,-0.1721,1.0011,-1.6479,8.7891,-2.6245
-0.0797,-0.1326,1.0153,3.1738,4.7607,-0.7935
-0.0851,-0.1558,1.0021,5.5542,3.5400,-0.5493
-0.0819,-0.1443,1.0468,3.6621,1.8921,-1.4038
-0.0796,-0.1594,1.0006,2.9907,5.0049,-1.7090
-0.0758,-0.1389,1.0323,1.8921,3.0518,-1.2817
-0.0757,-0.1587,1.0094,-0.3052,6.3477,-2.2583
-0.0809,-0.1562,1.0286,12.0850,0.1221,1.7090
-0.0822,-0.1444,1.0415,2.3804,3.2959,-2.2583
-0.0804,-0.1494,1.0134,1.8311,5.7373,-1.8921
-0.0718,-0.1478,1.0089,0.2441,4.8828,-1.8921
-0.0769,-0.1373,1.0077,5.1270,2.1973,-0.1221
-0.0713,-0.1461,1.0272,3.6011,1.0986,-1.7700
-0.0786,-0.1366,1.0189,4.1504,3.2959,-1.4648
-0.0813,-0.1626,1.0046,7.3242,0.9766,0.4272
-0.0795,-0.1440,1.0189,6.1035,1.2817,-0.6714
-0.0729,-0.1385,1.0281,3.1738,1.9531,-1.1597
-0.0785,-0.1490,1.0164,-0.3052,4.6997,-2.5635
-0.0814,-0.1395,1.0067,5.3711,2.0142,-0.7324
-0.0719,-0.1375,1.0288,2.3193,1.5869,-2.3193
-0.0790,-0.1400,1.0148,4.5166,2.6245,-1.1597
-0.0778,-0.1338,1.0269,1.8311,2.7466,-1.8311
-0.0778,-0.1349,1.0157,4.8828,3.4180,-0.8545
-0.0703,-0.1379,1.0166,3.4790,3.4790,-1.2817
-0.0728,-0.1227,1.0143,1.7700,3.2959,-1.4648
-0.0845,-0.1392,1.0231,3.7842,1.4038,-1.7090
-0.0750,-0.1343,1.0225,8.3008,1.8311,0.4883
-0.0739,-0.1260,1.0106,5.4321,2.5635,-0.7324
-0.0782,-0.1315,1.0303,0.6104,2.8076,-2.0752
-0.0723,-0.1304,1.0150,3.4790,3.5400,-1.1597
-0.0762,-0.1328,1.0121,8.3618,0.0000,0.1831
-0.0796,-0.1323,1.0306,6.7749,0.8545,-0.3052
-0.0747,-0.1339,1.0208,3.4790,2.6855,-1.1597
-0.0743,-0.1292,1.0054,6.8970,1.4038,0.3662
-0.0835,-0.1270,1.0389,4.7607,0.6714,-0.8545
-0.0841,-0.1537,1.0135,5.3711,3.6621,-0.9155
-0.0760,-0.1190,1.0143,10.0708,1.0986,0.6104
-0.0750,-0.1270,1.0421,-4.0894,5.6152,-3.6011
-0.0669,-0.1365,0.9966,1.4648,5.3101,-1.8311
-0.0704,-0.1221,1.0006,7.2021,0.1221,0.3052
-0.0847,-0.1318,1.0389,3.9062,0.1221,-1.6479
-0.0797,-0.1246,1.0326,4.6387,3.2349,-0.4883
-0.0729,-0.1439,1.0016,6.2866,3.4790,-0.6104
-0.0752,-0.1271,1.0142,9.8877,0.1831,0.9155
-0.0845,-0.1227,1.0370,4.3945,2.5024,-0.7324
-0.0745,-0.1300,1.0056,4.6387,4.5776,-0.3662
-0.0715,-0.1250,1.0192,5.5542,1.8921,-1.0986
-0.0853,-0.1471,1.0159,5.6763,2.6855,-1.2207
-0.0779,-0.1310,1.0132,7.9956,1.9531,0.2441
-0.0790,-0.1305,1.0342,5.6152,2.1973,-0.7935
-0.0760,-0.1311,1.0165,3.7231,4.6387,-0.9766
-0.0781,-0.1346,0.9982,12.5732,-0.1221,1.5869
-0.0819,-0.1272,1.0408,10.0098,-1.5259,0.3052
-0.0830,-0.1487,1.0233,4.9438,3.0518,-1.0376
-0.0815,-0.1301,1.0288,7.9346,1.9531,1.4038
-0.0756,-0.1360,1.0192,-1.4648,5.3711,-1.8921
-0.0758,-0.1385,1.0011,1.0376,4.2114,-1.5869
-0.0759,-0.1533,1.0110,6.2866,1.7700,-0.9766
-0.0737,-0.1227,1.0231,8.4839,0.4272,-15.0146
-0.0768,-0.1387,1.0288,4.8828,2.9297,-0.2441
-0.0833,-0.1410,1.0094,1.7700,4.3335,-1.5259
-0.0735,-0.1294,1.0194,4.1504,2.0142,-0.4272
-0.0779,-0.1388,1.0214,2.3804,2.5635,-1.4038
-0.0769,-0.1276,1.0181,5.0049,2.8076,-0.1831
-0.0769,-0.1409,1.0122,4.6997,2.2583,-1.4038
-0.0758,-0.1318,1.0192,4.5776,1.8311,-1.5259
-0.0814,-0.1377,1.0176,7.2632,1.2817,-0.7935
-0.0778,-0.1404,1.0210,8.3618,1.0986,0.4272
-0.0746,-0.1240,1.0339,5.5542,2.1362,0.3662
-0.0815,-0.1387,1.0111,2.4414,5.1270,-0.7324
FIN_VENTANA
Progreso: 3/20
INICIO_VENTANA reposo
-0.0698,-0.1238,1.0378,5.4321,2.1973,-0.7935
-0.0728,-0.1012,1.0192,4.2725,3.9673,-0.1221
-0.0756,-0.1445,1.0106,0.6104,3.9062,-2.2583
-0.0682,-0.1035,1.0107,15.5029,-0.1831,2.3193
-0.0662,-0.1110,1.0256,5.9814,1.8921,-0.4272
-0.0826,-0.1357,1.0189,1.4648,2.9907,-2.7466
-0.0713,-0.1169,1.0397,1.8311,3.1128,-1.8311
-0.0702,-0.1293,0.9971,1.3428,5.4932,-1.6479
-0.0717,-0.1074,1.0321,5.6152,0.8545,-0.0610
-0.0675,-0.1171,1.0275,6.4087,2.5024,-0.2441
-0.0612,-0.1030,1.0194,2.5635,3.3569,-1.3428
-0.0664,-0.1147,1.0245,0.2441,3.7231,-2.7466
-0.0692,-0.1102,1.0184,2.6855,3.1738,-1.5869
-0.0708,-0.1094,1.0221,3.6011,2.8076,-1.4648
-0.0676,-0.1115,1.0166,8.5449,1.2207,0.2441
-0.0662,-0.1012,1.0411,6.2866,1.5869,-0.1831
-0.0660,-0.1145,1.0106,1.8921,5.0049,-1.5869
-0.0654,-0.1162,1.0088,5.5542,2.5635,-0.3052
-0.0709,-0.1049,1.0303,10.8643,0.1831,0.8545
-0.0696,-0.1102,1.0244,3.9062,3.5400,-1.0376
-0.0718,-0.1169,1.0118,2.0752,3.9062,-1.5869
-0.0719,-0.1152,1.0272,5.5542,2.1362,-0.4272
-0.0641,-0.0958,1.0253,6.9580,1.9531,0.6714
-0.0671,-0.1195,1.0094,3.9673,3.4790,-1.8311
-0.0708,-0.1146,1.0215,6.2256,1.0986,-0.6714
-0.0679,-0.1139,1.0238,5.5542,1.7090,-0.7935
-0.0704,-0.1117,1.0303,4.4556,2.5024,-0.6714
-0.0718,-0.1123,1.0189,4.1504,3.8452,-1.0986
-0.0626,-0.1146,1.0096,5.8594,2.9297,-0.3662
-0.0618,-0.0934,1.0378,-1.0986,2.9907,-2.6245
-0.0693,-0.1154,1.0096,2.1973,4.2725,-1.9531
-0.0679,-0.1064,1.0225,6.2256,0.8545,-1.0376
-0.0673,-0.1017,1.0388,3.0518,2.8076,-1.7090
-0.0687,-0.1150,1.0090,3.6011,3.6621,-1.3428
-0.0640,-0.0990,1.0323,5.6763,1.5869,-0.1831
-0.0645,-0.1034,1.0192,6.6528,2.1362,0.3662
-0.0637,-0.1018,1.0212,8.7280,1.3428,0.5493
-0.0651,-0.0996,1.0255,4.6997,2.8076,-0.7935
-0.0629,-0.1030,1.0203,2.8076,3.2349,-1.7090
-0.0629,-0.1030,1.0214,3.0518,2.8076,-1.8921
-0.0726,-0.0929,1.0238,-2.1362,3.7842,-4.4556
-0.0576,-0.1111,0.9982,3.1738,3.5400,-4.0283
-0.0608,-0.1028,1.0245,1.5259,4.2725,-1.6479
-0.0608,-0.1006,1.0183,6.0425,2.2583,-0.9766
-0.0630,-0.0863,1.0219,5.4321,2.3193,-0.6104
-0.0603,-0.0834,1.0284,8.5449,1.2207,0.5493
-0.0676,-0.1012,1.0261,3.7842,2.1362,-1.9531
-0.0696,-0.0842,1.0311,6.2256,2.2583,0.1221
-0.0640,-0.0958,1.0215,4.8218,4.5166,-0.9155
-0.0579,-0.0963,1.0077,9.4604,0.7324,0.1831
-0.0724,-0.0894,1.0476,7.2021,0.4272,-1.0376
-0.0692,-0.0978,1.0258,4.8218,4.1504,-1.0986
-0.0597,-0.1034,1.0010,6.5308,2.8076,-0.4883
-0.0602,-0.0948,1.0231,11.6577,-0.5493,1.2207
-0.0686,-0.0940,1.0436,4.2114,1.7700,-1.4648
-0.0673,-0.1097,1.0118,1.3428,3.9062,-1.9531
-0.0608,-0.0978,1.0229,7.0190,0.4272,-0.4272
-0.0667,-0.0979,1.0227,6.7749,1.3428,-0.7324
-0.0723,-0.0986,1.0232,8.7280,0.8545,-0.4883
-0.0634,-0.0883,1.0397,5.4932,0.6104,-1.2207
-0.0774,-0.1144,1.0065,2.6855,3.3569,-2.1973
-0.0699,-0.0979,1.0345,6.6528,0.7935,-0.0610
-0.0629,-0.0969,1.0222,2.9907,3.8452,-1.6479
-0.0671,-0.0999,1.0204,3.6011,0.9155,-1.6479
-0.0713,-0.1027,1.0327,4.2114,1.9531,-1.2817
-0.0680,-0.0951,1.0120,7.1411,1.8311,-0.3662
-0.0680,-0.0995,1.0283,3.1738,2.0752,-1.8311
-0.0735,-0.0988,1.0209,3.0518,3.4180,-1.8311
-0.0725,-0.1110,1.0129,5.4932,1.2817,-0.8545
-0.0681,-0.0911,1.0400,8.3618,0.6104,0.4272
-0.0685,-0.0935,1.0192,3.2959,3.2349,-1.3428
-0.0764,-0.0912,1.0210,4.7607,2.0142,-0.7324
-0.0740,-0.1108,1.0352,-0.2441,3.2959,-2.9297
-0.0652,-0.0977,1.0005,9.0332,2.4414,0.7935
-0.0653,-0.0892,1.0315,3.9673,0.3052,-1.5259
-0.0747,-0.1042,1.0190,3.2959,2.7466,-2.1973
-0.0767,-0.0948,1.0389,3.9062,0.6714,-1.5869
-0.0724,-0.1022,1.0166,4.5776,3.7231,-1.0986
-0.0721,-0.1023,1.0111,8.3008,0.9766,-0.0610
-0.0721,-0.0945,1.0360,6.7139,0.6714,-0.6104
-0.0708,-0.0957,1.0272,3.1128,2.7466,-1.4038
-0.0708,-0.0907,1.0142,5.7983,2.3804,-0.1221
-0.0701,-0.0996,1.0198,3.7231,2.0752,-1.5869
-0.0745,-0.0895,1.0330,4.2725,1.5259,-1.0986
-0.0801,-0.1134,1.0137,4.0283,3.1128,-1.7700
-0.0747,-0.0968,1.0173,8.5449,0.7935,0.7935
-0.0765,-0.0896,1.0365,6.8970,1.5869,0.0000
-0.0781,-0.0956,1.0288,2.9907,3.6621,-1.2817
-0.0719,-0.1088,1.0013,6.1646,3.3569,-0.3662
-0.0696,-0.0942,1.0308,9.2773,-0.1221,0.9766
-0.0765,-0.0956,1.0293,6.4697,2.9907,0.0610
-0.0688,-0.1008,1.0161,5.0049,3.5400,-0.4883
-0.0685,-0.0968,1.0127,5.2490,1.7090,-1.2207
-0.0809,-0.0917,1.0461,6.4697,-1.1597,0.1221
-0.0763,-0.1115,1.0178,2.7466,4.6997,-1.3428
-0.0802,-0.1154,1.0144,7.2021,-0.4272,2.0142
-0.0674,-0.0969,1.0374,2.1362,3.6621,-2.1362
-0.0758,-0.1189,1.0010,7.5073,4.7607,0.2441
-0.0710,-0.0875,1.0321,5.8594,1.1597,0.3052
-0.0791,-0.1084,1.0361,4.1504,3.4180,-0.6104
FIN_VENTANA
Progreso: 4/20
INICIO_VENTANA reposo
-0.0781,-0.0959,1.0426,3.9062,1.4648,-0.8545
-0.0750,-0.1134,1.0118,3.9673,4.8828,-0.8545
-0.0747,-0.0997,1.0146,6.7749,1.8311,0.3662
-0.0757,-0.1100,1.0308,4.3335,2.6855,-1.0376
-0.0704,-0.0957,1.0134,5.7373,2.9907,0.1221
-0.0685,-0.1013,1.0245,2.7466,2.6855,-1.5259
-0.0725,-0.1074,1.0157,3.6621,2.8687,-1.6479
-0.0707,-0.0983,1.0155,6.1646,1.2817,-0.2441
-0.0752,-0.1075,1.0291,6.1646,1.1597,-0.4272
-0.0791,-0.1041,1.0294,7.0801,1.5259,-0.3052
-0.0737,-0.1002,1.0199,3.9673,3.4180,-0.9766
-0.0753,-0.1053,1.0140,4.8218,2.4414,-1.2207
-0.0829,-0.1147,1.0293,4.7607,1.5259,-1.1597
-0.0712,-0.1061,1.0073,7.0190,2.9907,0.6104
-0.0640,-0.0850,1.0481,2.3193,2.3193,-0.9766
-0.0717,-0.1066,1.0006,2.6245,4.6387,-0.7935
-0.0765,-0.1133,1.0283,8.7891,-1.3428,-0.0610
-0.0820,-0.1050,1.0282,8.7280,1.8311,0.3662
